question,source,sql
Show the name of the teacher for the math course .,spider,"SELECT TEACHERalias0.NAME FROM COURSE_ARRANGE AS COURSE_ARRANGEalias0 JOIN COURSE AS COURSEalias0 ON COURSEalias0.COURSE_ID = COURSE_ARRANGEalias0.COURSE_ID JOIN TEACHER AS TEACHERalias0 ON TEACHERalias0.TEACHER_ID = COURSE_ARRANGEalias0.TEACHER_ID WHERE COURSEalias0.COURSE = ""var0"" ;"
What are the names of the people who teach math courses ?,spider,"SELECT TEACHERalias0.NAME FROM COURSE_ARRANGE AS COURSE_ARRANGEalias0 JOIN COURSE AS COURSEalias0 ON COURSEalias0.COURSE_ID = COURSE_ARRANGEalias0.COURSE_ID JOIN TEACHER AS TEACHERalias0 ON TEACHERalias0.TEACHER_ID = COURSE_ARRANGEalias0.TEACHER_ID WHERE COURSEalias0.COURSE = ""var0"" ;"
Show names of teachers and the number of courses they teach .,spider,"SELECT COUNT( COURSE_ARRANGEalias0.* ) , TEACHERalias0.NAME FROM COURSE_ARRANGE AS COURSE_ARRANGEalias0 JOIN TEACHER AS TEACHERalias0 ON TEACHERalias0.TEACHER_ID = COURSE_ARRANGEalias0.TEACHER_ID GROUP BY TEACHERalias0.NAME ;"
What are the names of the teachers and how many courses do they teach ?,spider,"SELECT COUNT( COURSE_ARRANGEalias0.* ) , TEACHERalias0.NAME FROM COURSE_ARRANGE AS COURSE_ARRANGEalias0 JOIN TEACHER AS TEACHERalias0 ON TEACHERalias0.TEACHER_ID = COURSE_ARRANGEalias0.TEACHER_ID GROUP BY TEACHERalias0.NAME ;"
Show names of teachers that teach at least two courses .,spider,SELECT TEACHERalias0.NAME FROM COURSE_ARRANGE AS COURSE_ARRANGEalias0 JOIN TEACHER AS TEACHERalias0 ON TEACHERalias0.TEACHER_ID = COURSE_ARRANGEalias0.TEACHER_ID GROUP BY TEACHERalias0.NAME HAVING COUNT( COURSE_ARRANGEalias0.* ) >= var0 ;
What are the names of the teachers who teach at least two courses ?,spider,SELECT TEACHERalias0.NAME FROM COURSE_ARRANGE AS COURSE_ARRANGEalias0 JOIN TEACHER AS TEACHERalias0 ON TEACHERalias0.TEACHER_ID = COURSE_ARRANGEalias0.TEACHER_ID GROUP BY TEACHERalias0.NAME HAVING COUNT( COURSE_ARRANGEalias0.* ) >= var0 ;
List the names of teachers who have not been arranged to teach courses .,spider,SELECT TEACHERalias0.NAME FROM TEACHER AS TEACHERalias0 WHERE TEACHERalias0.TEACHER_ID NOT IN ( SELECT COURSE_ARRANGEalias0.TEACHER_ID FROM COURSE_ARRANGE AS COURSE_ARRANGEalias0 ) ;
What are the names of the teachers whose courses have not been arranged ?,spider,SELECT TEACHERalias0.NAME FROM TEACHER AS TEACHERalias0 WHERE TEACHERalias0.TEACHER_ID NOT IN ( SELECT COURSE_ARRANGEalias0.TEACHER_ID FROM COURSE_ARRANGE AS COURSE_ARRANGEalias0 ) ;
How many visitors below age var0 are there ?,spider,SELECT COUNT( * ) FROM VISITOR WHERE AGE < var0 ;
"Find the names of the visitors whose membership level is higher than var0 , and order the results by the level from high to low .",spider,SELECT NAME FROM VISITOR WHERE LEVEL_OF_MEMBERSHIP > var0 ORDER BY LEVEL_OF_MEMBERSHIP DESC ;
What is the average age of the visitors whose membership level is not higher than var0 ?,spider,SELECT AVG( AGE ) FROM VISITOR WHERE LEVEL_OF_MEMBERSHIP <= var0 ;
"Find the name and membership level of the visitors whose membership level is higher than var0 , and sort by their age from old to young .",spider,"SELECT LEVEL_OF_MEMBERSHIP , NAME FROM VISITOR WHERE LEVEL_OF_MEMBERSHIP > var0 ORDER BY AGE DESC ;"
Find the id and name of the museum that has the most staff members ?,spider,"SELECT MUSEUMalias0.MUSEUM_ID , MUSEUMalias0.NAME FROM MUSEUM AS MUSEUMalias0 ORDER BY MUSEUMalias0.NUM_OF_STAFF DESC LIMIT 1 ;"
Find the average number of staff working for the museums that were open before var0 .,spider,SELECT AVG( MUSEUMalias0.NUM_OF_STAFF ) FROM MUSEUM AS MUSEUMalias0 WHERE MUSEUMalias0.OPEN_YEAR < var0 ;
What are the opening year and staff number of the museum named var0 ?,spider,"SELECT MUSEUMalias0.NUM_OF_STAFF , MUSEUMalias0.OPEN_YEAR FROM MUSEUM AS MUSEUMalias0 WHERE MUSEUMalias0.NAME = ""var0"" ;"
find the names of museums which have more staff than the minimum staff number of all museums opened after var0 .,spider,SELECT MUSEUMalias0.NAME FROM MUSEUM AS MUSEUMalias0 WHERE MUSEUMalias0.NUM_OF_STAFF > ( SELECT MIN( MUSEUMalias1.NUM_OF_STAFF ) FROM MUSEUM AS MUSEUMalias1 WHERE MUSEUMalias1.OPEN_YEAR > var0 ) ;
"find the id , name and age for visitors who visited some museums more than once .",spider,"SELECT DERIVED_TABLEalias0.AGE , DERIVED_TABLEalias0.ID , DERIVED_TABLEalias0.NAME FROM VISITOR AS DERIVED_TABLEalias0 JOIN VISIT AS VISITalias0 ON VISITalias0.VISITOR_ID = DERIVED_TABLEalias0.ID GROUP BY DERIVED_TABLEalias0.ID HAVING COUNT( VISITalias0.* ) > var0 ;"
"What are the id , name and membership level of visitors who have spent the largest amount of money in total in all museum tickets ?",spider,"SELECT DERIVED_TABLEalias0.LEVEL_OF_MEMBERSHIP , DERIVED_TABLEalias0.NAME , VISITalias0.VISITOR_ID FROM VISITOR AS DERIVED_TABLEalias0 JOIN VISIT AS VISITalias0 ON VISITalias0.VISITOR_ID = DERIVED_TABLEalias0.ID GROUP BY VISITalias0.VISITOR_ID ORDER BY SUM( VISITalias0.TOTAL_SPENT ) DESC LIMIT 1 ;"
What are the id and name of the museum visited most times ?,spider,"SELECT MUSEUMalias0.NAME , VISITalias0.MUSEUM_ID FROM MUSEUM AS MUSEUMalias0 JOIN VISIT AS VISITalias0 ON VISITalias0.MUSEUM_ID = MUSEUMalias0.MUSEUM_ID GROUP BY VISITalias0.MUSEUM_ID ORDER BY COUNT( VISITalias0.* ) DESC LIMIT 1 ;"
What is the name of the museum that had no visitor yet ?,spider,SELECT MUSEUMalias0.NAME FROM MUSEUM AS MUSEUMalias0 WHERE MUSEUMalias0.MUSEUM_ID NOT IN ( SELECT VISITalias0.MUSEUM_ID FROM VISIT AS VISITalias0 ) ;
Find the name and age of the var0 who bought the most tickets at once .,spider,"SELECT DERIVED_TABLEalias0.AGE , DERIVED_TABLEalias0.NAME FROM var0 AS DERIVED_TABLEalias0 JOIN VISIT AS VISITalias0 ON VISITalias0.VISITOR_ID = DERIVED_TABLEalias0.ID ORDER BY VISITalias0.NUM_OF_TICKET DESC LIMIT 1 ;"
What are the average and maximum number of tickets bought in all visits ?,spider,"SELECT AVG( VISITalias0.NUM_OF_TICKET ) , MAX( VISITalias0.NUM_OF_TICKET ) FROM VISIT AS VISITalias0 ;"
What is the total ticket expense of the visitors whose membership level is var0 ?,spider,SELECT SUM( VISITalias0.TOTAL_SPENT ) FROM VISITOR AS DERIVED_TABLEalias0 JOIN VISIT AS VISITalias0 ON VISITalias0.VISITOR_ID = DERIVED_TABLEalias0.ID WHERE DERIVED_TABLEalias0.LEVEL_OF_MEMBERSHIP = var0 ;
What is the name of the var0 who visited both a museum opened before var1 and a museum opened after var3 ?,spider,SELECT DERIVED_TABLEalias0.NAME FROM var0 AS DERIVED_TABLEalias0 JOIN VISIT AS VISITalias0 ON VISITalias0.VISITOR_ID = DERIVED_TABLEalias0.ID JOIN MUSEUM AS MUSEUMalias0 ON VISITalias0.MUSEUM_ID = MUSEUMalias0.MUSEUM_ID WHERE MUSEUMalias0.OPEN_YEAR < var1 INTERSECT SELECT DERIVED_TABLEalias1.NAME FROM var2 AS DERIVED_TABLEalias1 JOIN VISIT AS VISITalias1 ON VISITalias1.VISITOR_ID = DERIVED_TABLEalias1.ID JOIN MUSEUM AS MUSEUMalias1 ON VISITalias1.MUSEUM_ID = MUSEUMalias1.MUSEUM_ID WHERE MUSEUMalias1.OPEN_YEAR > var3 ;
Find the number of visitors who did not visit any museum opened after var0 .,spider,SELECT COUNT( * ) FROM VISITOR WHERE ID NOT IN ( SELECT VISITalias0.VISITOR_ID FROM MUSEUM AS MUSEUMalias0 JOIN VISIT AS VISITalias0 ON VISITalias0.MUSEUM_ID = MUSEUMalias0.MUSEUM_ID WHERE MUSEUMalias0.OPEN_YEAR > var0 ) ;
How many museums were opened after var0 or before var1 ?,spider,SELECT COUNT( * ) FROM MUSEUM AS MUSEUMalias0 WHERE MUSEUMalias0.OPEN_YEAR < var1 OR MUSEUMalias0.OPEN_YEAR > var0 ;
Find the total number of players .,spider,SELECT COUNT( * ) FROM PLAYERS AS PLAYERSalias0 ;
How many players are there ?,spider,SELECT COUNT( * ) FROM PLAYERS AS PLAYERSalias0 ;
Find the total number of matches .,spider,SELECT COUNT( * ) FROM MATCHES AS MATCHESalias0 ;
Count the number of matches .,spider,SELECT COUNT( * ) FROM MATCHES AS MATCHESalias0 ;
List the first name and birth date of all players from the country with code var0 .,spider,"SELECT PLAYERSalias0.BIRTH_DATE , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 WHERE PLAYERSalias0.COUNTRY_CODE = ""var0"" ;"
What are the first names and birth dates of players from the var0 ?,spider,"SELECT PLAYERSalias0.BIRTH_DATE , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 WHERE PLAYERSalias0.COUNTRY_CODE = ""var0"" ;"
Find the average age of losers and winners of all matches .,spider,"SELECT AVG( MATCHESalias0.LOSER_AGE ) , AVG( MATCHESalias0.WINNER_AGE ) FROM MATCHES AS MATCHESalias0 ;"
What are the average ages of losers and winners across matches ?,spider,"SELECT AVG( MATCHESalias0.LOSER_AGE ) , AVG( MATCHESalias0.WINNER_AGE ) FROM MATCHES AS MATCHESalias0 ;"
Find the average rank of winners in all matches .,spider,SELECT AVG( MATCHESalias0.WINNER_RANK ) FROM MATCHES AS MATCHESalias0 ;
What is the average rank for winners in all matches ?,spider,SELECT AVG( MATCHESalias0.WINNER_RANK ) FROM MATCHES AS MATCHESalias0 ;
Find the highest rank of losers in all matches .,spider,SELECT MIN( MATCHESalias0.LOSER_RANK ) FROM MATCHES AS MATCHESalias0 ;
What is the best rank of losers across all matches ?,spider,SELECT MIN( MATCHESalias0.LOSER_RANK ) FROM MATCHES AS MATCHESalias0 ;
find the number of distinct country codes of all players .,spider,SELECT COUNT( DISTINCT PLAYERSalias0.COUNTRY_CODE ) FROM PLAYERS AS PLAYERSalias0 ;
How many distinct countries do players come from ?,spider,SELECT COUNT( DISTINCT PLAYERSalias0.COUNTRY_CODE ) FROM PLAYERS AS PLAYERSalias0 ;
Find the number of distinct name of losers .,spider,SELECT COUNT( DISTINCT MATCHESalias0.LOSER_NAME ) FROM MATCHES AS MATCHESalias0 ;
How many different loser names are there ?,spider,SELECT COUNT( DISTINCT MATCHESalias0.LOSER_NAME ) FROM MATCHES AS MATCHESalias0 ;
Find the name of tourney that has more than var0 matches .,spider,SELECT MATCHESalias0.TOURNEY_NAME FROM MATCHES AS MATCHESalias0 GROUP BY MATCHESalias0.TOURNEY_NAME HAVING COUNT( * ) > var0 ;
What are the names of tournaments that have more than var0 matches ?,spider,SELECT MATCHESalias0.TOURNEY_NAME FROM MATCHES AS MATCHESalias0 GROUP BY MATCHESalias0.TOURNEY_NAME HAVING COUNT( * ) > var0 ;
List the names of all winners who played in both var0 and var1 .,spider,SELECT MATCHESalias0.WINNER_NAME FROM MATCHES AS MATCHESalias0 WHERE MATCHESalias0.YEAR = var0 INTERSECT SELECT MATCHESalias1.WINNER_NAME FROM MATCHES AS MATCHESalias1 WHERE MATCHESalias1.YEAR = var1 ;
What are the names of players who won in both var0 and var1 ?,spider,SELECT MATCHESalias0.WINNER_NAME FROM MATCHES AS MATCHESalias0 WHERE MATCHESalias0.YEAR = var0 INTERSECT SELECT MATCHESalias1.WINNER_NAME FROM MATCHES AS MATCHESalias1 WHERE MATCHESalias1.YEAR = var1 ;
List the number of all matches who played in years of var0 or var1 .,spider,SELECT COUNT( * ) FROM MATCHES AS MATCHESalias0 WHERE MATCHESalias0.YEAR = var0 OR MATCHESalias0.YEAR = var1 ;
How many matches were played in var0 or var1 ?,spider,SELECT COUNT( * ) FROM MATCHES AS MATCHESalias0 WHERE MATCHESalias0.YEAR = var0 OR MATCHESalias0.YEAR = var1 ;
What are the country code and first name of the players who won in both tourney var0 and var1 ?,spider,"SELECT PLAYERSalias0.COUNTRY_CODE , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 JOIN MATCHES AS MATCHESalias0 ON PLAYERSalias0.PLAYER_ID = MATCHESalias0.WINNER_ID WHERE MATCHESalias0.TOURNEY_NAME = ""var0"" INTERSECT SELECT PLAYERSalias1.COUNTRY_CODE , PLAYERSalias1.FIRST_NAME FROM PLAYERS AS PLAYERSalias1 JOIN MATCHES AS MATCHESalias1 ON PLAYERSalias1.PLAYER_ID = MATCHESalias1.WINNER_ID WHERE MATCHESalias1.TOURNEY_NAME = ""var1"" ;"
What are the first names and country codes for players who won both the var0 and the var1 ?,spider,"SELECT PLAYERSalias0.COUNTRY_CODE , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 JOIN MATCHES AS MATCHESalias0 ON PLAYERSalias0.PLAYER_ID = MATCHESalias0.WINNER_ID WHERE MATCHESalias0.TOURNEY_NAME = ""var0"" INTERSECT SELECT PLAYERSalias1.COUNTRY_CODE , PLAYERSalias1.FIRST_NAME FROM PLAYERS AS PLAYERSalias1 JOIN MATCHES AS MATCHESalias1 ON PLAYERSalias1.PLAYER_ID = MATCHESalias1.WINNER_ID WHERE MATCHESalias1.TOURNEY_NAME = ""var1"" ;"
Find the first name and country code of the oldest player .,spider,"SELECT PLAYERSalias0.COUNTRY_CODE , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 ORDER BY PLAYERSalias0.BIRTH_DATE LIMIT 1 ;"
What is the first name and country code of the oldest player ?,spider,"SELECT PLAYERSalias0.COUNTRY_CODE , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 ORDER BY PLAYERSalias0.BIRTH_DATE LIMIT 1 ;"
List the first and last name of all players in the order of birth date .,spider,"SELECT PLAYERSalias0.FIRST_NAME , PLAYERSalias0.LAST_NAME FROM PLAYERS AS PLAYERSalias0 ORDER BY PLAYERSalias0.BIRTH_DATE ;"
"What are the full names of all players , sorted by birth date ?",spider,"SELECT PLAYERSalias0.FIRST_NAME , PLAYERSalias0.LAST_NAME FROM PLAYERS AS PLAYERSalias0 ORDER BY PLAYERSalias0.BIRTH_DATE ;"
var0ist the first and last name of all players who are left / var0 hand in the order of birth date .,spider,"SELECT PLAYERSalias0.FIRST_NAME , PLAYERSalias0.LAST_NAME FROM PLAYERS AS PLAYERSalias0 WHERE HAND = ""var0"" ORDER BY PLAYERSalias0.BIRTH_DATE ;"
"What are the full names of all left handed players , in order of birth date ?",spider,"SELECT PLAYERSalias0.FIRST_NAME , PLAYERSalias0.LAST_NAME FROM PLAYERS AS PLAYERSalias0 WHERE HAND = ""var0"" ORDER BY PLAYERSalias0.BIRTH_DATE ;"
Find the first name and country code of the player who did the most number of tours .,spider,"SELECT PLAYERSalias0.COUNTRY_CODE , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 JOIN RANKINGS AS RANKINGSalias0 ON RANKINGSalias0.PLAYER_ID = PLAYERSalias0.PLAYER_ID ORDER BY RANKINGSalias0.TOURS DESC LIMIT 1 ;"
What is the first name and country code of the player with the most tours ?,spider,"SELECT PLAYERSalias0.COUNTRY_CODE , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 JOIN RANKINGS AS RANKINGSalias0 ON RANKINGSalias0.PLAYER_ID = PLAYERSalias0.PLAYER_ID ORDER BY RANKINGSalias0.TOURS DESC LIMIT 1 ;"
Find the year that has the most number of matches .,spider,SELECT MATCHESalias0.YEAR FROM MATCHES AS MATCHESalias0 GROUP BY YEAR ORDER BY COUNT( * ) DESC LIMIT 1 ;
Which year had the most matches ?,spider,SELECT MATCHESalias0.YEAR FROM MATCHES AS MATCHESalias0 GROUP BY YEAR ORDER BY COUNT( * ) DESC LIMIT 1 ;
Find the name and rank points of the winner who won the most times .,spider,"SELECT MATCHESalias0.WINNER_NAME , MATCHESalias0.WINNER_RANK_POINTS FROM MATCHES AS MATCHESalias0 GROUP BY WINNER_NAME ORDER BY COUNT( * ) DESC LIMIT 1 ;"
"What is the name of the winner who has won the most matches , and how many rank points does this player have ?",spider,"SELECT MATCHESalias0.WINNER_NAME , MATCHESalias0.WINNER_RANK_POINTS FROM MATCHES AS MATCHESalias0 GROUP BY WINNER_NAME ORDER BY COUNT( * ) DESC LIMIT 1 ;"
Find the name of the winner who has the highest rank points and participated in the var0 tourney .,spider,"SELECT MATCHESalias0.WINNER_NAME FROM MATCHES AS MATCHESalias0 WHERE TOURNEY_NAME = ""var0"" ORDER BY MATCHESalias0.WINNER_RANK_POINTS DESC LIMIT 1 ;"
What is the name of the winner with the most rank points who participated in the var0 tournament ?,spider,"SELECT MATCHESalias0.WINNER_NAME FROM MATCHES AS MATCHESalias0 WHERE TOURNEY_NAME = ""var0"" ORDER BY MATCHESalias0.WINNER_RANK_POINTS DESC LIMIT 1 ;"
find the names of loser and winner who played in the match with greatest number of minutes .,spider,"SELECT MATCHESalias0.LOSER_NAME , MATCHESalias0.WINNER_NAME FROM MATCHES AS MATCHESalias0 ORDER BY MATCHESalias0.MINUTES DESC LIMIT 1 ;"
What are the names of the winner and loser who played in the longest match ?,spider,"SELECT MATCHESalias0.LOSER_NAME , MATCHESalias0.WINNER_NAME FROM MATCHES AS MATCHESalias0 ORDER BY MATCHESalias0.MINUTES DESC LIMIT 1 ;"
Find the average ranking for each player and their first name .,spider,"SELECT AVG( RANKINGSalias0.RANKING ) , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 JOIN RANKINGS AS RANKINGSalias0 ON RANKINGSalias0.PLAYER_ID = PLAYERSalias0.PLAYER_ID GROUP BY PLAYERSalias0.FIRST_NAME ;"
"What are the first names of all players , and their average rankings ?",spider,"SELECT AVG( RANKINGSalias0.RANKING ) , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 JOIN RANKINGS AS RANKINGSalias0 ON RANKINGSalias0.PLAYER_ID = PLAYERSalias0.PLAYER_ID GROUP BY PLAYERSalias0.FIRST_NAME ;"
Find the total ranking points for each player and their first name .,spider,"SELECT PLAYERSalias0.FIRST_NAME , SUM( RANKINGSalias0.RANKING_POINTS ) FROM PLAYERS AS PLAYERSalias0 JOIN RANKINGS AS RANKINGSalias0 ON RANKINGSalias0.PLAYER_ID = PLAYERSalias0.PLAYER_ID GROUP BY PLAYERSalias0.FIRST_NAME ;"
"What are the first names of all players , and their total ranking points ?",spider,"SELECT PLAYERSalias0.FIRST_NAME , SUM( RANKINGSalias0.RANKING_POINTS ) FROM PLAYERS AS PLAYERSalias0 JOIN RANKINGS AS RANKINGSalias0 ON RANKINGSalias0.PLAYER_ID = PLAYERSalias0.PLAYER_ID GROUP BY PLAYERSalias0.FIRST_NAME ;"
find the number of players for each country .,spider,"SELECT COUNT( * ) , PLAYERSalias0.COUNTRY_CODE FROM PLAYERS AS PLAYERSalias0 GROUP BY PLAYERSalias0.COUNTRY_CODE ;"
How many players are from each country ?,spider,"SELECT COUNT( * ) , PLAYERSalias0.COUNTRY_CODE FROM PLAYERS AS PLAYERSalias0 GROUP BY PLAYERSalias0.COUNTRY_CODE ;"
find the code of the country where has the greatest number of players .,spider,SELECT PLAYERSalias0.COUNTRY_CODE FROM PLAYERS AS PLAYERSalias0 GROUP BY COUNTRY_CODE ORDER BY COUNT( * ) DESC LIMIT 1 ;
What is the code of the country with the most players ?,spider,SELECT PLAYERSalias0.COUNTRY_CODE FROM PLAYERS AS PLAYERSalias0 GROUP BY COUNTRY_CODE ORDER BY COUNT( * ) DESC LIMIT 1 ;
Find the codes of countries that have more than var0 players .,spider,SELECT PLAYERSalias0.COUNTRY_CODE FROM PLAYERS AS PLAYERSalias0 GROUP BY PLAYERSalias0.COUNTRY_CODE HAVING COUNT( * ) > var0 ;
What are the codes of countries with more than var0 players ?,spider,SELECT PLAYERSalias0.COUNTRY_CODE FROM PLAYERS AS PLAYERSalias0 GROUP BY PLAYERSalias0.COUNTRY_CODE HAVING COUNT( * ) > var0 ;
Find the total number of tours for each ranking date .,spider,"SELECT RANKINGSalias0.RANKING_DATE , SUM( RANKINGSalias0.TOURS ) FROM RANKINGS AS RANKINGSalias0 GROUP BY RANKINGSalias0.RANKING_DATE ;"
How many total tours were there for each ranking date ?,spider,"SELECT RANKINGSalias0.RANKING_DATE , SUM( RANKINGSalias0.TOURS ) FROM RANKINGS AS RANKINGSalias0 GROUP BY RANKINGSalias0.RANKING_DATE ;"
Find the number of matches happened in each year .,spider,"SELECT COUNT( * ) , MATCHESalias0.YEAR FROM MATCHES AS MATCHESalias0 GROUP BY MATCHESalias0.YEAR ;"
How many matches were played in each year ?,spider,"SELECT COUNT( * ) , MATCHESalias0.YEAR FROM MATCHES AS MATCHESalias0 GROUP BY MATCHESalias0.YEAR ;"
Find the name and rank of the var0 youngest winners across all matches .,spider,"SELECT DISTINCT MATCHESalias0.WINNER_NAME , MATCHESalias0.WINNER_RANK FROM MATCHES AS MATCHESalias0 ORDER BY MATCHESalias0.WINNER_AGE LIMIT var0 ;"
What are the names and ranks of the three youngest winners across all matches ?,spider,"SELECT DISTINCT MATCHESalias0.WINNER_NAME , MATCHESalias0.WINNER_RANK FROM MATCHES AS MATCHESalias0 ORDER BY MATCHESalias0.WINNER_AGE LIMIT var0 ;"
How many different winners both participated in the var0 and were left handed ?,spider,"SELECT COUNT( DISTINCT MATCHESalias0.WINNER_NAME ) FROM MATCHES AS MATCHESalias0 WHERE MATCHESalias0.TOURNEY_NAME = ""var0"" AND MATCHESalias0.WINNER_HAND = ""var1"" ;"
Find the number of left handed winners who participated in the var0 .,spider,"SELECT COUNT( DISTINCT MATCHESalias0.WINNER_NAME ) FROM MATCHES AS MATCHESalias0 WHERE MATCHESalias0.TOURNEY_NAME = ""var0"" AND MATCHESalias0.WINNER_HAND = ""var1"" ;"
"Find the first name , country code and birth date of the winner who has the highest rank points in all matches .",spider,"SELECT PLAYERSalias0.BIRTH_DATE , PLAYERSalias0.COUNTRY_CODE , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 JOIN MATCHES AS MATCHESalias0 ON PLAYERSalias0.PLAYER_ID = MATCHESalias0.WINNER_ID ORDER BY MATCHESalias0.WINNER_RANK_POINTS DESC LIMIT 1 ;"
"What is the first name , country code , and birth date of the player with the most winner rank points across all matches ?",spider,"SELECT PLAYERSalias0.BIRTH_DATE , PLAYERSalias0.COUNTRY_CODE , PLAYERSalias0.FIRST_NAME FROM PLAYERS AS PLAYERSalias0 JOIN MATCHES AS MATCHESalias0 ON PLAYERSalias0.PLAYER_ID = MATCHESalias0.WINNER_ID ORDER BY MATCHESalias0.WINNER_RANK_POINTS DESC LIMIT 1 ;"
Find the number of players for each hand type .,spider,"SELECT COUNT( * ) , PLAYERSalias0.HAND FROM PLAYERS AS PLAYERSalias0 GROUP BY PLAYERSalias0.HAND ;"
How many players are there for each hand type ?,spider,"SELECT COUNT( * ) , PLAYERSalias0.HAND FROM PLAYERS AS PLAYERSalias0 GROUP BY PLAYERSalias0.HAND ;"
How many ships ended up being ' var0 ' ?,spider,"SELECT COUNT( * ) FROM SHIP AS SHIPalias0 WHERE SHIPalias0.DISPOSITION_OF_SHIP = ""var0"" ;"
List the name and tonnage ordered by in descending alphaetical order for the names .,spider,"SELECT SHIPalias0.NAME , SHIPalias0.TONNAGE FROM SHIP AS SHIPalias0 ORDER BY SHIPalias0.NAME DESC ;"
"List the name , date and result of each battle .",spider,"SELECT BATTLEalias0.DATE , BATTLEalias0.NAME FROM BATTLE AS BATTLEalias0 ;"
What is maximum and minimum death toll caused each time ?,spider,"SELECT MAX( DEATHalias0.KILLED ) , MIN( DEATHalias0.KILLED ) FROM DEATH AS DEATHalias0 ;"
What is the average number of injuries caused each time ?,spider,SELECT AVG( DEATHalias0.INJURED ) FROM DEATH AS DEATHalias0 ;
Whavar0 are var0he deavar0h and injury sivar0uavar0ions caused by var0he ship wivar0h var0onnage ' var0 ' ?,spider,"SELECT DEATHalias0.INJURED , DEATHalias0.KILLED FROM DEATH AS DEATHalias0 JOIN SHIP AS SHIPalias0 ON SHIPalias0.ID = DEATHalias0.CAUSED_BY_SHIP_ID WHERE SHIPalias0.TONNAGE = ""var0"" ;"
What are the name and results of the battles when the bulgarian commander is not ' var0 ',spider,"SELECT BATTLEalias0.NAME , BATTLEalias0.RESULT FROM BATTLE AS BATTLEalias0 WHERE BATTLEalias0.BULGARIAN_COMMANDER != ""var0"" ;"
What are the different ids and names of the battles that lost any ' var0 ' type shipes ?,spider,"SELECT DISTINCT BATTLEalias0.ID , BATTLEalias0.NAME FROM BATTLE AS BATTLEalias0 JOIN SHIP AS SHIPalias0 ON SHIPalias0.LOST_IN_BATTLE = BATTLEalias0.ID WHERE SHIPalias0.SHIP_TYPE = ""var0"" ;"
What are the ids and names of the battles that led to more than var0 people killed in total .,spider,"SELECT BATTLEalias0.ID , BATTLEalias0.NAME FROM BATTLE AS BATTLEalias0 JOIN SHIP AS SHIPalias0 ON SHIPalias0.LOST_IN_BATTLE = BATTLEalias0.ID JOIN DEATH AS DEATHalias0 ON SHIPalias0.ID = DEATHalias0.CAUSED_BY_SHIP_ID GROUP BY BATTLEalias0.ID HAVING SUM( DEATHalias0.KILLED ) > var0 ;"
What is the ship id and name that caused most total injuries ?,spider,"SELECT SHIPalias0.ID , SHIPalias0.NAME FROM DEATH AS DEATHalias0 JOIN SHIP AS SHIPalias0 ON SHIPalias0.ID = DEATHalias0.CAUSED_BY_SHIP_ID GROUP BY SHIPalias0.ID ORDER BY COUNT( DEATHalias0.* ) DESC LIMIT 1 ;"
What are the distinct battle names which are between bulgarian commander ' var0 ' and latin commander ' var1 ' ?,spider,"SELECT BATTLEalias0.NAME FROM BATTLE AS BATTLEalias0 WHERE BATTLEalias0.BULGARIAN_COMMANDER = ""var0"" AND BATTLEalias0.LATIN_COMMANDER = ""var1"" ;"
How many different results are there for the battles ?,spider,SELECT COUNT( DISTINCT BATTLEalias0.RESULT ) FROM BATTLE AS BATTLEalias0 ;
How many battles did not lose any ship with tonnage ' var0 ' ?,spider,"SELECT COUNT( * ) FROM BATTLE AS BATTLEalias0 WHERE BATTLEalias0.ID NOT IN ( SELECT SHIPalias0.LOST_IN_BATTLE FROM SHIP AS SHIPalias0 WHERE SHIPalias0.TONNAGE = ""var0"" ) ;"
List the name and date the battle that has lost the ship named ' var0 ' and the ship named ' var1 ',spider,"SELECT BATTLEalias0.DATE , BATTLEalias0.NAME FROM BATTLE AS BATTLEalias0 JOIN SHIP AS SHIPalias0 ON SHIPalias0.LOST_IN_BATTLE = BATTLEalias0.ID WHERE SHIPalias0.NAME = ""var0"" INTERSECT SELECT BATTLEalias1.DATE , BATTLEalias1.NAME FROM BATTLE AS BATTLEalias1 JOIN SHIP AS SHIPalias1 ON SHIPalias1.LOST_IN_BATTLE = BATTLEalias1.ID WHERE SHIPalias1.NAME = ""var1"" ;"
