,Unnamed: 0,Unnamed: 0.1,question,sql,source
9399,32504901,401,how many ptun speaking patients were born in the year less than 2064?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""LANGUAGE"" = ""PTUN"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2064""",medical
9400,32504902,402,what is the number of patients born before 2069 with preferred language english.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""LANGUAGE"" = ""ENGL"" AND DEMOGRAPHIC.""DOB_YEAR"" < ""2069""",medical
9401,32504903,403,give me the number of jewish patients who were admitted to hospital before the year 2145.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""RELIGION"" = ""JEWISH"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2145""",medical
9402,32504904,404,how many jewish patients were admitted to the hospital before the year 2146?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""RELIGION"" = ""JEWISH"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2146""",medical
9403,32504905,405,provide the number of romanian eastern orthodox christian patients who have been diagnosed with accidents occurring in other specific places.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""RELIGION"" = ""ROMANIAN EAST. ORTH"" AND DIAGNOSES.""LONG_TITLE"" = ""Accidents occurring in other specified places""",medical
9404,32504906,406,how many patients follows episcopalian religion and diagnosed with personal history of malignant neoplasm of large intestine?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""RELIGION"" = ""EPISCOPALIAN"" AND DIAGNOSES.""LONG_TITLE"" = ""Personal history of malignant neoplasm of large intestine""",medical
9405,32504907,407,how many romanian eastern orthodox christianity religion patients have lab test item id 51251?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""RELIGION"" = ""ROMANIAN EAST. ORTH"" AND LAB.""ITEMID"" = ""51251""",medical
9406,32504908,408,provide the number of catholic religious background patients for whom absolute cd3 count lab test was ordered.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""RELIGION"" = ""CATHOLIC"" AND LAB.""LABEL"" = ""Absolute CD3 Count""",medical
9407,32504909,409,how many newborn patients were admitted with phys referral/normal deli?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""NEWBORN"" AND DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""PHYS REFERRAL/NORMAL DELI""",medical
9408,32504910,410,find the number of emergency hospital admission patients who were admitted via emergency hospital room.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT""",medical
9409,32504911,411,tell me the number of elective hospital admission patients who have stemi primary disease.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""STEMI""",medical
9410,32504912,412,how many patients with squamous cell carcinoma oral tongue/sda were admitted in the emergency room?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""SQUAMOUS CELL CARCINOMA ORAL TONGUE/SDA""",medical
9411,32504913,413,how many of the patients admitted to emergency had bowel obstruction as primary disease?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""BOWEL OBSTRUCTION""",medical
9412,32504914,414,find the number of emergency hospital admission patients who were less than 68 years of age.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND DEMOGRAPHIC.""AGE"" < ""68""",medical
9413,32504915,415,how many of the patients on urgent admission had a hospital stay of more than 4 days?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND DEMOGRAPHIC.""DAYS_STAY"" > ""4""",medical
9414,32504916,416,get me the number of newborn patients whose hospital stay is more than 8 days.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""NEWBORN"" AND DEMOGRAPHIC.""DAYS_STAY"" > ""8""",medical
9415,32504917,417,how many patients were admitted before the year 2203 whose admission type was elective?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND DEMOGRAPHIC.""ADMITYEAR"" < ""2203""",medical
9416,32504918,418,how many urgent hospital admission patients have diagnoses icd9 code 99813?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND DIAGNOSES.""ICD9_CODE"" = ""99813""",medical
9417,32504919,419,count the number of patients with urgent hospital admission who had diagnosis icd9 code 5939.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND DIAGNOSES.""ICD9_CODE"" = ""5939""",medical
9418,32504920,420,how many patients are admitted under elective type and diagnosed with icd9 code 42789?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND DIAGNOSES.""ICD9_CODE"" = ""42789""",medical
9419,32504921,421,find the number of urgent hospital admission patients who have poison-psychotropic agent diagnoses.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND DIAGNOSES.""SHORT_TITLE"" = ""Poison-psychotropic agt""",medical
9420,32504922,422,how many elective hospital admission patients are diagnosed with blood in stool?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND DIAGNOSES.""LONG_TITLE"" = ""Blood in stool""",medical
9421,32504923,423,give me the number of elective hospital admission patients who are diagnosed with other and unspecified open wound of head without mention of complication.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND DIAGNOSES.""LONG_TITLE"" = ""Other and unspecified open wound of head without mention of complication""",medical
9422,32504924,424,how many patients with other shock without mention of trauma had urgent admission?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND DIAGNOSES.""LONG_TITLE"" = ""Other shock without mention of trauma""",medical
9423,32504925,425,tell me the number of urgent hospital admission patients who have procedure icd9 code 4610.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND PROCEDURES.""ICD9_CODE"" = ""4610""",medical
9424,32504926,426,what is the number of elective hospital admission patients who have procedure icd9 code 4611?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND PROCEDURES.""ICD9_CODE"" = ""4611""",medical
9425,32504927,427,give me the number of patients who are emergency hospital admitted and have procedure icd9 code 309.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND PROCEDURES.""ICD9_CODE"" = ""309""",medical
9426,32504928,428,how many of the patients admitted to emergency had icd9 code 5185?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND PROCEDURES.""ICD9_CODE"" = ""5185""",medical
9427,32504929,429,find the number of patients under the procedure icd9 code 66 who were admitted in emergency.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND PROCEDURES.""ICD9_CODE"" = ""66""",medical
9428,32504930,430,how many number of patients are with admission type urgent and with procedure spinal tap?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND PROCEDURES.""SHORT_TITLE"" = ""Spinal tap""",medical
9429,32504931,431,what is the number of patients whose admission type is emergency and with procedure nasal sinus dx proc nec?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND PROCEDURES.""SHORT_TITLE"" = ""Nasal sinus dx proc NEC""",medical
9430,32504932,432,how many of the patients on urgent admission had open and other right hemicolectomy?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND PROCEDURES.""LONG_TITLE"" = ""Open and other right hemicolectomy""",medical
9431,32504933,433,what number of patients with elective admission type had procedure title  (aorto)coronary bypass of three coronary arteries?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND PROCEDURES.""LONG_TITLE"" = ""(Aorto)coronary bypass of three coronary arteries""",medical
9432,32504934,434,give me the number of elective hospital admission patients who underwent fiber-optic bronchoscopy procedure.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND PROCEDURES.""LONG_TITLE"" = ""Fiber-optic bronchoscopy""",medical
9433,32504935,435,"provide the number of emergency hospital admission patients who had incision of vessel, abdominal arteries.","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PROCEDURES on DEMOGRAPHIC.HADM_ID = PROCEDURES.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND PROCEDURES.""LONG_TITLE"" = ""Incision of vessel, abdominal arteries""",medical
9434,32504936,436,what is the number of newborn admitted patients who are taking metronidazole drug?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""NEWBORN"" AND PRESCRIPTIONS.""DRUG"" = ""Metronidazole""",medical
9435,32504937,437,give me the number of elective hospital admission patients who are taking vitamin d prescription.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND PRESCRIPTIONS.""DRUG"" = ""Vitamin D""",medical
9436,32504938,438,how many patients have been prescribed succinylcholine drug and had elective hospital admission?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND PRESCRIPTIONS.""DRUG"" = ""Succinylcholine""",medical
9437,32504939,439,get the number of urgent hospital admission patients who have prescription for calcium carbonate.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND PRESCRIPTIONS.""DRUG"" = ""Calcium Carbonate""",medical
9438,32504940,440,how many patients admitted in emergency have been prescribed the drug vitamin b complex?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND PRESCRIPTIONS.""DRUG"" = ""Vitamin B Complex""",medical
9439,32504941,441,find the number of elective hospital admission patients who have famvir drug prescription.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND PRESCRIPTIONS.""DRUG"" = ""Famvir""",medical
9440,32504942,442,give the number of patients whose admission type is urgent and was given the drug aspirin.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND PRESCRIPTIONS.""DRUG"" = ""Aspirin""",medical
9441,32504943,443,tell me the number of elective hospital admission patients who have been prescribed milk of magnesia.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND PRESCRIPTIONS.""DRUG"" = ""Milk of Magnesia""",medical
9442,32504944,444,get me the number of patients on ou route of drug administration who had urgent hospital admission.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND PRESCRIPTIONS.""ROUTE"" = ""OU""",medical
9443,32504945,445,how many newborn patients have neb route of drug administration?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""NEWBORN"" AND PRESCRIPTIONS.""ROUTE"" = ""NEB""",medical
9444,32504946,446,find the number of emergency hospital admitted patients who had neb route of drug administration.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN PRESCRIPTIONS on DEMOGRAPHIC.HADM_ID = PRESCRIPTIONS.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND PRESCRIPTIONS.""ROUTE"" = ""NEB""",medical
9445,32504947,447,what is the number of patients whose admission type is urgent and with lab test item id 50980?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND LAB.""ITEMID"" = ""50980""",medical
9446,32504948,448,provide the number of patients whose admission type is elective and item id is 51256.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND LAB.""ITEMID"" = ""51256""",medical
9447,32504949,449,how many patients have elective admission type  and lab test item id is 51466?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND LAB.""ITEMID"" = ""51466""",medical
9448,32504950,450,what is the number of elective hospital admission patients who have lab test item id 50927?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND LAB.""ITEMID"" = ""50927""",medical
9449,32504951,451,count the number of patients whose admission type is newborn and lab test item id is 51276.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""NEWBORN"" AND LAB.""ITEMID"" = ""51276""",medical
9450,32504952,452,how many patients admitted in urgent care have had macrophage lab test?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND LAB.""LABEL"" = ""Macrophage""",medical
9451,32504953,453,"give me the number of urgent hospital admission patients for whom glucose, body fluid lab test was ordered.","SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""URGENT"" AND LAB.""LABEL"" = ""Glucose, Body Fluid""",medical
9452,32504954,454,how many patients with elective hospital admissions have mesothelial cells lab test done?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""ELECTIVE"" AND LAB.""LABEL"" = ""Mesothelial cells""",medical
9453,32504955,455,what number of patients admitted in emergency had lab test for lymphs?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND LAB.""LABEL"" = ""Lymphs""",medical
9454,32504956,456,give the number of patients whose admission type is emergency and the lab test name is cd3 cells percentage.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN LAB on DEMOGRAPHIC.HADM_ID = LAB.HADM_ID WHERE DEMOGRAPHIC.""ADMISSION_TYPE"" = ""EMERGENCY"" AND LAB.""LABEL"" = ""CD3 Cells, Percent""",medical
9455,32504957,457,how many government insurance patients had emergency room admission?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""INSURANCE"" = ""Government"" AND DEMOGRAPHIC.""ADMISSION_LOCATION"" = ""EMERGENCY ROOM ADMIT""",medical
9456,32504958,458,how many patients have medicaid insurance and diagnosed with st elevated myocardial infarction\cardiac cath?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""INSURANCE"" = ""Medicaid"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""ST ELEVATED MYOCARDIAL INFARCTION\CARDIAC CATH""",medical
9457,32504959,459,count the number of medicaid patients who have pneumonia primary disease.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""INSURANCE"" = ""Medicaid"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""PNEUMONIA""",medical
9458,32504960,460,get the number of medicaid insurance patients who have coronary artery disease/coronary artery bypass graft/sda primary disease.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""INSURANCE"" = ""Medicaid"" AND DEMOGRAPHIC.""DIAGNOSIS"" = ""CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT /SDA""",medical
9459,32504961,461,find the number of patients with private insurance who stayed in the hospital for more than 8 days.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC WHERE DEMOGRAPHIC.""INSURANCE"" = ""Private"" AND DEMOGRAPHIC.""DAYS_STAY"" > ""8""",medical
9460,32504962,462,provide the number of patients who have a medicare insurance and diagnosis icd9 code is 79439.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""INSURANCE"" = ""Medicare"" AND DIAGNOSES.""ICD9_CODE"" = ""79439""",medical
9461,32504963,463,give the number of patients whose insurance is medicaid and diagnosis short title is drug induced neutropenia.,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""INSURANCE"" = ""Medicaid"" AND DIAGNOSES.""SHORT_TITLE"" = ""Drug induced neutropenia""",medical
9462,32504964,464,calculate the number of patients with gstr/ddnts nos w/o hemorrhage who were on self-pay,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""INSURANCE"" = ""Self Pay"" AND DIAGNOSES.""SHORT_TITLE"" = ""Gstr/ddnts NOS w/o hmrhg""",medical
9463,32504965,465,how many patients with medicare insurance were diagnosed with iatrogenic hypotnsion nec?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""INSURANCE"" = ""Medicare"" AND DIAGNOSES.""SHORT_TITLE"" = ""Iatrogenc hypotnsion NEC""",medical
9464,32504966,466,what number of patients diagnosed with parox ventric tachycard had no insurance?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""INSURANCE"" = ""Self Pay"" AND DIAGNOSES.""SHORT_TITLE"" = ""Parox ventric tachycard""",medical
9465,32504967,467,what is the total number of alzheimer's disease patients insured by government?,"SELECT COUNT ( DISTINCT DEMOGRAPHIC.""SUBJECT_ID"" ) FROM DEMOGRAPHIC INNER JOIN DIAGNOSES on DEMOGRAPHIC.HADM_ID = DIAGNOSES.HADM_ID WHERE DEMOGRAPHIC.""INSURANCE"" = ""Government"" AND DIAGNOSES.""LONG_TITLE"" = ""Alzheimer's disease""",medical
